Symbol;Name;MarketCap;IPOyear;Sector;industry
FCEF;First Trust CEF Income Opportunity ETF;$31.76M;n/a;n/a;n/a
FCA;First Trust China AlphaDEX Fund;$5.2M;n/a;n/a;n/a
SKYY;First Trust Cloud Computing ETF;$935.25M;n/a;n/a;n/a
RNDM;First Trust Developed International Equity Select ETF;$5.07M;n/a;n/a;n/a
FDT;First Trust Developed Markets Ex-US AlphaDEX Fund;$546.43M;n/a;n/a;n/a
FDTS;First Trust Developed Markets ex-US Small Cap AlphaDEX Fund;$8.03M;n/a;n/a;n/a
FVC;First Trust Dorsey Wright Dynamic Focus 5 ETF;$333.41M;n/a;n/a;n/a
FV;First Trust Dorsey Wright Focus 5 ETF;$2.42B;n/a;n/a;n/a
IFV;First Trust Dorsey Wright International Focus 5 ETF;$709.89M;n/a;n/a;n/a
FEM;First Trust Emerging Markets AlphaDEX Fund;$329.73M;n/a;n/a;n/a
RNEM;First Trust Emerging Markets Equity Select ETF;$5.29M;n/a;n/a;n/a
FEMB;First Trust Emerging Markets Local Currency Bond ETF;$47.91M;n/a;n/a;n/a
FEMS;First Trust Emerging Markets Small Cap AlphaDEX Fund;$213.04M;n/a;n/a;n/a
FTSM;First Trust Enhanced Short Maturity ETF;$1.04B;n/a;n/a;n/a
FEP;First Trust Europe AlphaDEX Fund;$519.15M;n/a;n/a;n/a
FEUZ;First Trust Eurozone AlphaDEX ETF;$12.34M;n/a;n/a;n/a
FGM;First Trust Germany AlphaDEX Fund;$191.9M;n/a;n/a;n/a
FTGC;First Trust Global Tactical Commodity Strategy Fund;$138.37M;n/a;n/a;n/a
FTHI;First Trust High Income ETF;$49.87M;n/a;n/a;n/a
HYLS;First Trust High Yield Long/Short ETF;$1.23B;n/a;n/a;n/a
FHK;First Trust Hong Kong AlphaDEX Fund;$7.82M;n/a;n/a;n/a
FTAG;First Trust Indxx Global Agriculture ETF;$7.45M;n/a;n/a;n/a
FTRI;First Trust Indxx Global Natural Resources Income ETF;$9.79M;n/a;n/a;n/a
FPXI;First Trust International IPO ETF;$15.21M;n/a;n/a;n/a
YDIV;First Trust International Multi-Asset Diversified Income Index;$11.16M;n/a;n/a;n/a
FJP;First Trust Japan AlphaDEX Fund;$67.53M;n/a;n/a;n/a
FEX;First Trust Large Cap Core AlphaDEX Fund;$1.54B;n/a;n/a;n/a
FTC;First Trust Large Cap Growth AlphaDEX Fund;$649.49M;n/a;n/a;n/a
RNLC;First Trust Large Cap US Equity Select ETF;$2.01M;n/a;n/a;n/a
FTA;First Trust Large Cap Value AlphaDEX Fund;$1.05B;n/a;n/a;n/a
FLN;First Trust Latin America AlphaDEX Fund;$26.4M;n/a;n/a;n/a
FTLB;First Trust Low Beta Income ETF;$7.63M;n/a;n/a;n/a
LMBS;First Trust Low Duration Opportunities ETF;$680.82M;n/a;n/a;n/a
FMB;First Trust Managed Municipal ETF;$164.86M;n/a;n/a;n/a
FMK;First Trust Mega Cap AlphaDEX Fund;$15.51M;n/a;n/a;n/a
FNX;First Trust Mid Cap Core AlphaDEX Fund;$697.02M;n/a;n/a;n/a
FNY;First Trust Mid Cap Growth AlphaDEX Fund;$94.27M;n/a;n/a;n/a
RNMC;First Trust Mid Cap US Equity Select ETF;$1.98M;n/a;n/a;n/a
FNK;First Trust Mid Cap Value AlphaDEX Fund;$58.91M;n/a;n/a;n/a
FAD;First Trust Multi Cap Growth AlphaDEX Fund;$103.44M;n/a;n/a;n/a
FAB;First Trust Multi Cap Value AlphaDEX Fund;$110.63M;n/a;n/a;n/a
MDIV;First Trust Multi-Asset Diversified Income Index Fund;$878.49M;n/a;n/a;n/a
MCEF;First Trust Municipal CEF Income Opportunity ETF;$13.47M;n/a;n/a;n/a
QABA;First Trust NASDAQ ABA Community Bank Index Fund;$364.24M;n/a;n/a;n/a
FTXO;First Trust Nasdaq Bank ETF;$1.07B;n/a;n/a;n/a
QCLN;First Trust NASDAQ Clean Edge Green Energy Index Fund;$77.94M;n/a;n/a;n/a
GRID;First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ;$23.1M;n/a;n/a;n/a
CIBR;First Trust NASDAQ Cybersecurity ETF;$273.32M;n/a;n/a;n/a
FTXG;First Trust Nasdaq Food & Beverage ETF;$3.02M;n/a;n/a;n/a
CARZ;First Trust NASDAQ Global Auto Index Fund;$16.93M;n/a;n/a;n/a
FTXN;First Trust Nasdaq Oil & Gas ETF;$2.71M;n/a;n/a;n/a
FTXH;First Trust Nasdaq Pharmaceuticals ETF;$2M;n/a;n/a;n/a
FTXD;First Trust Nasdaq Retail ETF;$1.96M;n/a;n/a;n/a
FTXL;First Trust Nasdaq Semiconductor ETF;$21.28M;n/a;n/a;n/a
FONE;First Trust NASDAQ Smartphone Index Fund;$17.19M;n/a;n/a;n/a
TDIV;First Trust NASDAQ Technology Dividend Index Fund;$721.08M;n/a;n/a;n/a
FTXR;First Trust Nasdaq Transportation ETF;$3.47M;n/a;n/a;n/a
QQEW;First Trust NASDAQ-100 Equal Weighted Index Fund;$557.19M;n/a;n/a;n/a
QQXT;First Trust NASDAQ-100 Ex-Technology Sector Index Fund;$100.68M;n/a;n/a;n/a
QTEC;First Trust NASDAQ-100- Technology Index Fund;$2.02B;n/a;n/a;n/a
AIRR;First Trust RBA American Industrial Renaissance ETF;$171.9M;n/a;n/a;n/a
QINC;First Trust RBA Quality Income ETF;$26.62M;n/a;n/a;n/a
RDVY;First Trust Rising Dividend Achievers ETF;$229.74M;n/a;n/a;n/a
RFAP;First Trust RiverFront Dynamic Asia Pacific ETF;$20.37M;n/a;n/a;n/a
RFDI;First Trust RiverFront Dynamic Developed International ETF;$281.08M;n/a;n/a;n/a
RFEM;First Trust RiverFront Dynamic Emerging Markets ETF;$46.77M;n/a;n/a;n/a
RFEU;First Trust RiverFront Dynamic Europe ETF;$86.05M;n/a;n/a;n/a
FTSL;First Trust Senior Loan Fund ETF;$1.34B;n/a;n/a;n/a
FYX;First Trust Small Cap Core AlphaDEX Fund;$489.21M;n/a;n/a;n/a
FYC;First Trust Small Cap Growth AlphaDEX Fund;$117.82M;n/a;n/a;n/a
RNSC;First Trust Small Cap US Equity Select ETF;$2.01M;n/a;n/a;n/a
FYT;First Trust Small Cap Value AlphaDEX Fund;$61.49M;n/a;n/a;n/a
FKO;First Trust South Korea AlphaDEX Fund;$5.49M;n/a;n/a;n/a
FCVT;First Trust SSI Strategic Convertible Securities ETF;$53.52M;n/a;n/a;n/a
FDIV;First Trust Strategic Income ETF;$102.8M;n/a;n/a;n/a
FSZ;First Trust Switzerland AlphaDEX Fund;$194.35M;n/a;n/a;n/a
FTW;First Trust Taiwan AlphaDEX Fund;$3.78M;n/a;n/a;n/a
FIXD;First Trust TCW Opportunistic Fixed Income ETF;$50.8M;n/a;n/a;n/a
TUSA;First Trust Total US Market AlphaDEX ETF;$12.09M;n/a;n/a;n/a
FKU;First Trust United Kingdom AlphaDEX Fund;$28.38M;n/a;n/a;n/a
RNDV;First Trust US Equity Dividend Select ETF;$1.99M;n/a;n/a;n/a
FUNC;First United Corporation;$105.08M;n/a;Finance;Major Banks
FUSB;First US Bancshares, Inc.;$68.74M;n/a;Finance;Major Banks
SVVC;Firsthand Technology Value Fund, Inc.;$58.11M;n/a;n/a;n/a
FSV;FirstService Corporation;$2.22B;n/a;Finance;Real Estate
FISV;Fiserv, Inc.;$26.14B;1986;Technology;EDP Services
FIVE;Five Below, Inc.;$2.75B;2012;Consumer Services;Department/Specialty Retail Stores
FPRX;Five Prime Therapeutics, Inc.;$847.17M;2013;Health Care;Major Pharmaceuticals
FVE;Five Star Senior Living Inc.;$79.99M;n/a;Health Care;Hospital/Nursing Management
FIVN;Five9, Inc.;$1.15B;2014;Technology;EDP Services
FLEX;Flex Ltd.;$8.53B;1994;Technology;Electrical Products
FLKS;Flex Pharma, Inc.;$70.44M;2015;Health Care;Major Pharmaceuticals
FLXN;Flexion Therapeutics, Inc.;$705.02M;2014;Health Care;Major Pharmaceuticals
SKOR;FlexShares Credit-Scored US Corporate Bond Index Fund;$43.39M;n/a;n/a;n/a
LKOR;FlexShares Credit-Scored US Long Corporate Bond Index Fund;$13.41M;n/a;n/a;n/a
MBSD;FlexShares Disciplined Duration MBS Index Fund;$36M;n/a;n/a;n/a
ASET;FlexShares Real Assets Allocation Index Fund;$4.21M;n/a;n/a;n/a
ESGG;FlexShares STOXX Global ESG Impact Index Fund;$8.88M;n/a;n/a;n/a
ESG;FlexShares STOXX US ESG Impact Index Fund;$13.2M;n/a;n/a;n/a
QLC;FlexShares US Quality Large Cap Index Fund;$25.76M;n/a;n/a;n/a
FPAY;FlexShopper, Inc.;$21.94M;n/a;Technology;Diversified Commercial Services
FLXS;Flexsteel Industries, Inc.;$431.09M;n/a;Consumer Durables;Home Furnishings
FLIR;FLIR Systems, Inc.;$5.15B;1993;Capital Goods;Industrial Machinery/Components
FLDM;Fluidigm Corporation;$92.66M;2011;Capital Goods;Biotechnology: Laboratory Analytical Instruments
FFIC;Flushing Financial Corporation;$829.27M;n/a;Finance;Major Banks
FNBG;FNB Bancorp;$206.32M;n/a;Finance;Major Banks
FOMX;Foamix Pharmaceuticals Ltd.;$176.07M;2014;Consumer Durables;Specialty Chemicals
FOGO;Fogo de Chao, Inc.;$376.64M;2015;Consumer Services;Restaurants
FONR;Fonar Corporation;$168.06M;1981;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
FRSX;Foresight Autonomous Holdings Ltd.;$94.98M;n/a;Technology;Computer Software: Prepackaged Software
FH;FORM Holdings Corp.;$22.3M;n/a;Miscellaneous;Multi-Sector Companies
FORM;FormFactor, Inc.;$977.25M;2003;Technology;Semiconductors
FORTY;Formula Systems (1985) Ltd.;$542.02M;n/a;Technology;EDP Services
FORR;Forrester Research, Inc.;$716.62M;1996;Consumer Services;Diversified Commercial Services
FRTA;Forterra, Inc.;$556.08M;2016;Capital Goods;Building Materials
FTNT;Fortinet, Inc.;$6.48B;2009;Technology;Computer peripheral equipment
FBIO;Fortress Biotech, Inc.;$208.37M;n/a;Health Care;Major Pharmaceuticals
FMCI;Forum Merger Corporation;$216.87M;2017;Finance;Business Services
FMCIR;Forum Merger Corporation;n/a;2017;Finance;Business Services
FMCIU;Forum Merger Corporation;n/a;2017;Finance;Business Services
FMCIW;Forum Merger Corporation;n/a;2017;Finance;Business Services
FWRD;Forward Air Corporation;$1.56B;n/a;Transportation;Oil Refining/Marketing
FORD;Forward Industries, Inc.;$9.66M;n/a;Consumer Non-Durables;Plastic Products
FWP;Forward Pharma A/S;$1.11B;2014;Health Care;Major Pharmaceuticals
FOSL;Fossil Group, Inc.;$564.12M;1993;Consumer Non-Durables;Consumer Specialties
FMI;Foundation Medicine, Inc.;$1.36B;2013;Health Care;Medical Specialities
FOXF;Fox Factory Holding Corp.;$1.45B;2013;Consumer Non-Durables;Motor Vehicles
FRAN;Francesca&#39;;;;
FELE;Franklin Electric Co., Inc.;$1.84B;n/a;Consumer Durables;Metal Fabrications
FKLY;Frankly, Inc.;n/a;n/a;n/a;n/a
FKLYU;Frankly, Inc.;n/a;n/a;n/a;n/a
FRED;Fred&#39;;;;
RAIL;Freightcar America, Inc.;$235.99M;2005;Capital Goods;Railroads
FEIM;Frequency Electronics, Inc.;$74.38M;n/a;Capital Goods;Electrical Products
FRPT;Freshpet, Inc.;$554.36M;2014;Consumer Non-Durables;Packaged Foods
FTEO;FRONTEO, Inc.;$263.81M;2013;n/a;n/a
FTR;Frontier Communications Corporation;$5.54M;n/a;Public Utilities;Telecommunications Equipment
FTRPR;Frontier Communications Corporation;n/a;n/a;Public Utilities;Telecommunications Equipment
FRPH;FRP Holdings, Inc.;$447.35M;n/a;Finance;Real Estate
FSBW;FS Bancorp, Inc.;$140.54M;2012;Finance;Banks
FSBC;FSB Bancorp, Inc.;$29.77M;n/a;Finance;Savings Institutions
FTD;FTD Companies, Inc.;$520.7M;n/a;Consumer Services;Other Consumer Services
FTEK;Fuel Tech, Inc.;$20.9M;n/a;Capital Goods;Pollution Control Equipment
FCEL;FuelCell Energy, Inc.;$95.91M;n/a;Miscellaneous;Industrial Machinery/Components
FLGT;Fulgent Genetics, Inc.;$113.05M;2016;Health Care;Medical Specialities
FORK;Fuling Global Inc.;$51.21M;2015;Consumer Non-Durables;Plastic Products
FLL;Full House Resorts, Inc.;$58.99M;n/a;Consumer Services;Hotels/Resorts
FMAX;Full Spectrum Inc.;n/a;n/a;n/a;n/a
FULT;Fulton Financial Corporation;$3.16B;n/a;Finance;Major Banks
FSNN;Fusion Telecommunications International, Inc.;$27.34M;n/a;Technology;Computer Software: Prepackaged Software
FTFT;Future FinTech Group Inc.;$9.16M;n/a;Consumer Non-Durables;Packaged Foods
FFHL;Fuwei Films (Holdings) Co., Ltd.;$8.88M;2006;Capital Goods;Specialty Chemicals
WILC;G. Willi-Food International,  Ltd.;$89.24M;n/a;Consumer Non-Durables;Food Distributors
GTHX;G1 Therapeutics, Inc.;$461.76M;2017;Health Care;Major Pharmaceuticals
FOANC;Gabelli NextShares Trust;n/a;n/a;n/a;n/a
MOGLC;Gabelli NextShares Trust;n/a;n/a;n/a;n/a
GAIA;Gaia, Inc.;$181.08M;1999;Consumer Services;Movies/Entertainment
GLPG;Galapagos NV;$3.86B;2015;Health Care;Major Pharmaceuticals
GALT;Galectin Therapeutics Inc.;$73.16M;n/a;Health Care;Major Pharmaceuticals
GALE;Galena Biopharma, Inc.;$21M;n/a;Health Care;Major Pharmaceuticals
GLMD;Galmed Pharmaceuticals Ltd.;$86.88M;2014;Health Care;Major Pharmaceuticals
GLPI;Gaming and Leisure Properties, Inc.;$8.12B;n/a;Consumer Services;Real Estate Investment Trusts
GPIC;Gaming Partners International Corporation;$84.44M;n/a;Consumer Non-Durables;Recreational Products/Toys
GRMN;Garmin Ltd.;$9.76B;2000;Capital Goods;Industrial Machinery/Components
GARS;Garrison Capital Inc.;$127.59M;2013;n/a;n/a
GDS;GDS Holdings Limited;$835.06M;2016;Technology;Computer Software: Programming, Data Processing
GEMP;Gemphire Therapeutics Inc.;$197.8M;2016;Health Care;Major Pharmaceuticals
GENC;Gencor Industries Inc.;$231.03M;n/a;Capital Goods;Construction/Ag Equipment/Trucks
GNCMA;General Communication, Inc.;$1.5B;n/a;Public Utilities;Telecommunications Equipment
GFN;General Finance Corporation;$124.54M;n/a;Technology;Diversified Commercial Services
GFNCP;General Finance Corporation;n/a;n/a;Technology;Diversified Commercial Services
GFNSL;General Finance Corporation;n/a;n/a;Technology;Diversified Commercial Services
GENE;Genetic Technologies Ltd;$13.51M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GNUS;Genius Brands International, Inc.;$19.58M;n/a;Consumer Services;Movies/Entertainment
GNMK;GenMark Diagnostics, Inc.;$603.53M;2010;Health Care;Medical/Dental Instruments
GNCA;Genocea Biosciences, Inc.;$143.66M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GHDX;Genomic Health, Inc.;$1.05B;2005;Health Care;Medical Specialities
GNST;GenSight Biologics S.A.;n/a;n/a;n/a;n/a
GNTX;Gentex Corporation;$4.96B;n/a;Capital Goods;Auto Parts:O.E.M.
THRM;Gentherm Inc;$1.16B;n/a;Capital Goods;Auto Parts:O.E.M.
GEOS;Geospace Technologies Corporation;$209.14M;n/a;Capital Goods;Industrial Machinery/Components
GABC;German American Bancorp, Inc.;$764.01M;n/a;Finance;Major Banks
GERN;Geron Corporation;$353.37M;1996;Health Care;Major Pharmaceuticals
GEVO;Gevo, Inc.;$9.23M;2011;Basic Industries;Major Chemicals
ROCK;Gibraltar Industries, Inc.;$943.29M;1993;Capital Goods;Steel/Iron Ore
GIGM;GigaMedia Limited;$33.71M;n/a;Technology;Computer Software: Programming, Data Processing
GIGA;Giga-tronics Incorporated;$8.71M;1983;Capital Goods;Electrical Products
GIII;G-III Apparel Group, LTD.;$1.31B;1989;Consumer Non-Durables;Apparel
GILT;Gilat Satellite Networks Ltd.;$292.93M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
GILD;Gilead Sciences, Inc.;$95.55B;1992;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GBCI;Glacier Bancorp, Inc.;$2.73B;n/a;Finance;Major Banks
GLAD;Gladstone Capital Corporation;$253.14M;2001;n/a;n/a
GLADO;Gladstone Capital Corporation;$56.14M;n/a;n/a;n/a
GOOD;Gladstone Commercial Corporation;$590.81M;2003;Consumer Services;Real Estate
GOODM;Gladstone Commercial Corporation;n/a;n/a;Consumer Services;Real Estate
GOODO;Gladstone Commercial Corporation;$29.64M;n/a;Consumer Services;Real Estate
GOODP;Gladstone Commercial Corporation;$25.86M;n/a;Consumer Services;Real Estate
GAIN;Gladstone Investment Corporation;$316.15M;2005;n/a;n/a
GAINM;Gladstone Investment Corporation;n/a;n/a;n/a;n/a
GAINN;Gladstone Investment Corporation;n/a;n/a;n/a;n/a
GAINO;Gladstone Investment Corporation;n/a;n/a;n/a;n/a
LAND;Gladstone Land Corporation;$141.02M;2013;Consumer Services;Real Estate Investment Trusts
LANDP;Gladstone Land Corporation;n/a;n/a;Consumer Services;Real Estate Investment Trusts
GLBZ;Glen Burnie Bancorp;$29.55M;n/a;Finance;Major Banks
GBT;Global Blood Therapeutics, Inc.;$1.28B;2015;Health Care;Major Pharmaceuticals
GLBR;Global Brokerage, Inc.;$11.67M;n/a;Finance;Investment Bankers/Brokers/Service
ENT;Global Eagle Entertainment Inc.;$263.61M;2011;Consumer Services;Telecommunications Equipment
GBLI;Global Indemnity Limited;$675.73M;n/a;Finance;Property-Casualty Insurers
GBLIL;Global Indemnity Limited;n/a;n/a;Finance;Property-Casualty Insurers
GBLIZ;Global Indemnity Limited;n/a;n/a;Finance;Property-Casualty Insurers
GPAC;Global Partner Acquisition Corp.;$194.45M;2015;Health Care;Hospital/Nursing Management
GPACU;Global Partner Acquisition Corp.;n/a;2015;Health Care;Hospital/Nursing Management
GPACW;Global Partner Acquisition Corp.;n/a;2015;Health Care;Hospital/Nursing Management
SELF;Global Self Storage, Inc.;$37.94M;n/a;Consumer Services;Real Estate Investment Trusts
GSOL;Global Sources Ltd.;$469.91M;n/a;Consumer Services;Advertising
GWRS;Global Water Resources, Inc.;$185.24M;2016;Public Utilities;Water Supply
KRMA;Global X Conscious Companies ETF;n/a;n/a;n/a;n/a
FINX;Global X FinTech ETF;n/a;n/a;n/a;n/a
ACTX;Global X Guru Activist ETF;n/a;n/a;n/a;n/a
BFIT;Global X Health & Wellness Thematic ETF;n/a;n/a;n/a;n/a
SNSR;Global X Internet of Things ETF;n/a;n/a;n/a;n/a
LNGR;Global X Longevity Thematic ETF;n/a;n/a;n/a;n/a
MILN;Global X Millennials Thematic ETF;$4.5M;n/a;n/a;n/a
EFAS;Global X MSCI SuperDividend EAFE ETF;n/a;n/a;n/a;n/a
QQQC;Global X NASDAQ China Technology ETF;$21.34M;n/a;n/a;n/a
BOTZ;Global X Robotics & Artificial Intelligence ETF;n/a;n/a;n/a;n/a
CATH;Global X S&P 500 Catholic Values ETF;n/a;n/a;n/a;n/a
SOCL;Global X Social Media ETF;$123.5M;n/a;n/a;n/a
ALTY;Global X SuperDividend Alternatives ETF;n/a;n/a;n/a;n/a
SRET;Global X SuperDividend REIT ETF;$3.06M;n/a;n/a;n/a
YLCO;Global X Yieldco Index ETF;$3.15M;n/a;n/a;n/a
GLBS;Globus Maritime Limited;$29.01M;n/a;Transportation;Marine Transportation
GLUU;Glu Mobile Inc.;$412.31M;2007;Technology;EDP Services
GLYC;GlycoMimetics, Inc.;$379.86M;2014;Health Care;Major Pharmaceuticals
GOGO;Gogo Inc.;$1.13B;2013;Consumer Services;Telecommunications Equipment
GLNG;Golar LNG Limited;$2.27B;n/a;Consumer Services;Marine Transportation
GMLP;Golar LNG Partners LP;$1.77B;2011;Consumer Services;Marine Transportation
GDEN;Golden Entertainment, Inc.;$467.65M;n/a;Consumer Services;Services-Misc. Amusement & Recreation
GOGL;Golden Ocean Group Limited;$912.36M;n/a;Consumer Services;Marine Transportation
GBDC;Golub Capital BDC, Inc.;$1.11B;2010;n/a;n/a
GTIM;Good Times Restaurants Inc.;$41.81M;n/a;Consumer Services;Restaurants
GPRO;GoPro, Inc.;$1.42B;2014;Miscellaneous;Industrial Machinery/Components
GSHT;Gores Holdings II, Inc.;$402.4M;2017;Finance;Business Services
GSHTU;Gores Holdings II, Inc.;n/a;2017;Finance;Business Services
GSHTW;Gores Holdings II, Inc.;n/a;2017;Finance;Business Services
GOV;Government Properties Income Trust;$1.77B;2009;Finance;Real Estate
GOVNI;Government Properties Income Trust;n/a;n/a;Finance;Real Estate
GPIA;GP Investments Acquisition Corp.;$199.3M;2015;Consumer Durables;Home Furnishings
GPIAU;GP Investments Acquisition Corp.;n/a;2015;Consumer Durables;Home Furnishings
GPIAW;GP Investments Acquisition Corp.;n/a;2015;Consumer Durables;Home Furnishings
LOPE;Grand Canyon Education, Inc.;$3.9B;2008;Consumer Services;Other Consumer Services
GRVY;GRAVITY Co., Ltd.;$52.78M;2005;Miscellaneous;Business Services
FULLL;Great Elm Capital Corp.;n/a;n/a;n/a;n/a
GECC;Great Elm Capital Corp.;$124.24M;n/a;n/a;n/a
GEC;Great Elm Capital Group, Inc. ;$80.04M;n/a;Technology;Computer Software: Prepackaged Software
GLDD;Great Lakes Dredge & Dock Corporation;$229.77M;n/a;Basic Industries;Military/Government/Technical
GSBC;Great Southern Bancorp, Inc.;$734.71M;1989;Finance;Major Banks
GNBC;Green Bancorp, Inc.;$836.99M;2014;Finance;Major Banks
GRBK;Green Brick Partners, Inc.;$552.03M;n/a;Capital Goods;Homebuilding
GPP;Green Plains Partners LP;$596.26M;2015;Basic Industries;Major Chemicals
GPRE;Green Plains, Inc.;$780.04M;n/a;Basic Industries;Major Chemicals
GCBC;Greene County Bancorp, Inc.;$211.72M;n/a;Finance;Banks
GLRE;Greenlight Reinsurance, Ltd.;$849.53M;2007;Finance;Property-Casualty Insurers
GSUM;Gridsum Holding Inc.;$217.36M;2016;Technology;Computer Software: Prepackaged Software
GRIF;Griffin Industrial Realty, Inc.;$162.57M;n/a;Finance;Real Estate
GRFS;Grifols, S.A.;$14.38B;n/a;Health Care;Major Pharmaceuticals
GRPN;Groupon, Inc.;$2.31B;2011;Technology;Advertising
OMAB;Grupo Aeroportuario del Centro Norte S.A.B. de C.V.;$2.5B;2006;Transportation;Aerospace
GGAL;Grupo Financiero Galicia S.A.;$4.82B;n/a;Finance;Commercial Banks
GSIT;GSI Technology, Inc.;$149.59M;2007;Technology;Semiconductors
GSVC;GSV Capital Corp;$86.06M;2011;n/a;n/a
GTXI;GTx, Inc.;$88.87M;2004;Health Care;Major Pharmaceuticals
GTYH;GTY Technology Holdings, Inc.;$690M;2016;Finance;Business Services
GTYHU;GTY Technology Holdings, Inc.;n/a;2016;Finance;Business Services
GTYHW;GTY Technology Holdings, Inc.;n/a;2016;Finance;Business Services
GBNK;Guaranty Bancorp;$751.36M;n/a;Finance;Major Banks
GNTY;Guaranty Bancshares, Inc.;$337.3M;2017;Finance;Major Banks
GFED;Guaranty Federal Bancshares, Inc.;$94.54M;n/a;Finance;Major Banks
GUID;Guidance Software, Inc.;$216.41M;2006;Technology;Computer Software: Prepackaged Software
GIFI;Gulf Island Fabrication, Inc.;$171.54M;1997;Capital Goods;Metal Fabrications
GURE;Gulf Resources, Inc.;$84.23M;n/a;Basic Industries;Major Chemicals
GPOR;Gulfport Energy Corporation;$2.13B;n/a;Energy;Oil & Gas Production
